wer,849,75.63,2025-11-27 20:03:29
adsdfnmnmnghmh,941,29.81,2025-12-09 22:52:55
zedfgfdhxtgjnxnjzdnhntdjdbxfb,924,38.19,2025-12-10 11:15:15
ireennnnn,465,267.91,2025-12-10 14:49:51
